SEASON_ID,TEAM_ID,PLAYER_AGE,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,position
1981-82,1610612762,23.0,342.0,55,120,0.458,0,1,0.0,34,52,0.654,22,43,65,9,8,6,15,37,144,Forward
1980-81,0,26.0,1226.0,150,352,0.426,6.0,22.0,0.273,87,127,0.685,30,68,98,241,98,8,143,165,393,Guard
2001-02,1610612765,27.0,2285.0,368,790,0.466,138,336,0.411,83,120,0.692,31,127,158.0,263,72,11,128,177,957,Guard
2004-05,1610612761,23.0,75.0,10,24,0.417,0,4,0.0,3,6,0.5,2,5,7,22,6,1,6,6,23,Guard
1992-93,1610612764,24.0,93.0,11,25,0.44,0,0,0.0,2,3,0.667,8,19,27,11,0,5,9,17,24,Center
1990-91,1610612762,30.0,2466.0,525,1034,0.508,1,6,0.167,231,252,0.917,36,170,206,143,50,6,108,128,1282,Guard
2000-01,1610612746,31.0,1552.0,169,395,0.428,1,2,0.5,107,143,0.748,91,212,303,77,34,64,73,197,446,Center
2017-18,1610612745,30.0,15.0,2,3,0.667,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,3,4,Forward-Center
1999-00,1610612745,23.0,2776.0,497,1117,0.445,107,310,0.345,287,365,0.786,152,257,409,507,118,29,306,231,1388,Guard
1996-97,1610612763,27.0,2290.0,402,1011,0.398,128,343,0.373,109,133,0.82,54,193,247,256,105,17,157,168,1041,Guard
1966-67,1610612744,25.0,1835.0,421,919,0.458,,,,150,214,0.701,,,388,226,,,,195,992,Guard
2003-04,1610612765,26.0,2777.0,530,1166,0.455,18,68,0.265,297,342,0.868,78,201,279,310,103,17,210,222,1375,Guard
2015-16,1610612756,28.0,200.0,23,45,0.511,4,17,0.235,5,8,0.625,12,17,29,15,3,1,13,16,55,Forward
2010-11,1610612738,24.0,531.0,58,97,0.598,0,0,0.0,34,54,0.63,31,76,107,19,13,21,32,92,150,Center
2010-11,1610612740,34.0,89.0,14,33,0.424,11,25,0.44,6,7,0.857,0,6,6,6,2,0,4,2,45,Forward
1979-80,1610612746,29.0,1124.0,164,378,0.434,0.0,0.0,,63,91,0.692,83,125,208,54,34,17,86.0,136,391,Forward
2010-11,0,25.0,139.0,9,21,0.429,0,0,0.0,15,20,0.75,12,20,32,3,3,9,10,21,33,Forward
2008-09,1610612762,26.0,738.0,77,203,0.379,19,61,0.311,34,45,0.756,12,57,69,108,39,5,61,74,207,Guard
1988-89,1610612738,26.0,473.0,73,149,0.49,2,10,0.2,14,20,0.7,6,30,36,97,19,3,42,62,162,Guard
1990-91,1610612737,31.0,3078.0,770,1640,0.47,85,249,0.341,476,574,0.829,261,471,732,265,123,65,201,156,2101,Forward
1980-81,1610612741,32.0,1243.0,146,320,0.456,2.0,6.0,0.333,77,111,0.694,79,186,265,118,48,53,88.0,176,371,Center
1990-91,1610612762,28.0,874.0,124,285,0.435,17,61,0.279,59,71,0.831,14,52,66,216,36,2,102,92,324,Guard
2007-08,1610612740,25.0,2783.0,377,605,0.623,0,1,0.0,175,295,0.593,322,606,928,81,45,84,136,243,929,Center
1982-83,1610612741,24.0,1309.0,199,426,0.467,2,13,0.154,92,126,0.73,87,92,179,105,64,11,83,132,492,Guard
1968-69,1610612744,32.0,1516.0,162,359,0.451,,,,95,149,0.638,,,181.0,306,,,,183,419,Guard
2003-04,1610612754,27.0,1953.0,197,362,0.544,0,4,0.0,103,154,0.669,248,362,610,64,71,27,60,189,497,Forward-Center
1992-93,1610612741,31.0,1019.0,92,204,0.451,2,5,0.4,36,52,0.692,53,105,158,81,12,15,53,99,222,Forward
2009-10,1610612742,25.0,315.0,53,115,0.461,0,0,0.0,25,44,0.568,38,57,95,7,7,11,13,43,131,Forward
2012-13,1610612757,24.0,730.0,86,234,0.368,62,178,0.348,10,13,0.769,15,122,137,29,14,5,22,82,244,Forward
1998-99,1610612756,26.0,2060.0,310,698,0.444,45,123,0.366,181,239,0.757,87,252,339,539,114,19,150,108,846,Guard
1967-68,1610612737,26.0,394.0,61,139,0.439,,,,25,64,0.391,,,123,13,,,,85,147,Center
1969-70,1610612749,23.0,2368.0,339,664,0.511,,,,125,174,0.718,,,712,156,,,,304,803,Forward
2011-12,1610612749,30.0,1469.0,287,657,0.437,16,55,0.291,176,208,0.846,130,233,363,144,46,34,109,112,766,Forward
1996-97,1610612756,24.0,51.0,6,19,0.316,1,4,0.25,1,2,0.5,0,2,2,3,0,1,1,9,14,Guard
2024-25,1610612763,26.0,116.0,32,65,0.492,12,30,0.4,8,9,0.889,4,17,21,14,5,3,7,14,84,Guard
2021-22,0,24.0,39.0,2,10,0.2,1,8,0.125,0,0,0.0,2,4,6,1,0,0,0,2,5,Forward
1984-85,1610612737,25.0,825.0,89,188,0.473,0,0,0.0,63,81,0.778,59,100,159,46,24,23,50,135,241,Forward
1990-91,1610612755,36.0,2248.0,334,722,0.463,8.0,36.0,0.222,117,141,0.83,33,104,137,413,57,6,108,130,793,Guard
1999-00,1610612749,32.0,602.0,53,127,0.417,1,7,0.143,43,56,0.768,29,88,117,18,19,5,20,81,150,Forward
1978-79,1610612744,24.0,2893.0,512,1019,0.502,,,,175,222,0.788,164,280,444,291,144,33,193.0,187,1199,Forward
2008-09,1610612766,21.0,182.0,25,69,0.362,0,2,0.0,20,28,0.714,9,21,30.0,3,7,6,12,34,70,Center
2002-03,1610612756,31.0,1777.0,256,573,0.447,26,73,0.356,77,97,0.794,66,192,258,235,66,26,145,150,615,Forward
2002-03,1610612755,22.0,79.0,4,18,0.222,0,0,0.0,1,2,0.5,4,4,8,15,2,0,7,6,9,Guard
2024-25,1610612739,21.0,16.0,2,4,0.5,2,2,1.0,1,2,0.5,0,3,3,1,0,0,3,7,7,Guard-Forward
2017-18,1610612761,24.0,1679.0,253,498,0.508,29,132,0.22,54,87,0.621,79,285,364,159,62,42,67,166,589,Forward
1978-79,1610612744,25.0,3095.0,530,1146,0.462,,,,264,321,0.822,65,182,247,762,152,9,255.0,229,1324,Guard
1972-73,1610612739,30.0,1112.0,209,407,0.514,,,,57,74,0.77,,,205,114,,,,133,475,Forward
1974-75,1610612746,29.0,962.0,92,178,0.517,,,,84,121,0.694,78.0,186.0,264,104,18.0,42.0,,163,268,Center
1975-76,1610612755,22.0,818.0,183,422,0.434,,,,20,24,0.833,51,50,101,66,28,7,,87,386,Guard
1982-83,0,31.0,1164.0,148,325,0.455,0.0,1.0,0.0,79,123,0.642,84,225,309,62,31,23,101.0,172,375,Forward
2018-19,1610612763,23.0,576.0,56,185,0.303,34,102,0.333,26,32,0.813,14,52,66,69,26,11,33,55,172,Guard
2016-17,1610612764,26.0,2836.0,647,1435,0.451,89,272,0.327,422,527,0.801,59,267,326,831,157,49,322,151,1805,Guard
2018-19,1610612764,26.0,1191.0,202,442,0.457,65,176,0.369,49,64,0.766,40,191,231,80,64,22,40,79,518,Forward
2020-21,1610612766,20.0,115.0,18,36,0.5,1,7,0.143,9,11,0.818,6,21,27,2,1,5,5,13,46,Center
1995-96,0,28.0,1673.0,244,587,0.416,45,145,0.31,114,143,0.797,26,143,169,327,135,9,132,140,647,Guard
2014-15,1610612763,20.0,248.0,35,86,0.407,10,25,0.4,14,23,0.609,9,19,28.0,16,16,7,14,24,94,Guard
2009-10,0,25.0,1742.0,209,429,0.487,8,31,0.258,85,133,0.639,45,142,187,154,91,15,53,80,511,Forward
1961-62,1610612765,25.0,1918.0,411,939,0.438,,,,286,422,0.678,,,503,145,,,,199,1108,Center
1976-77,1610612743,28.0,2507.0,660,1282,0.515,,,,445,558,0.797,211,485,696,177,91,29,,246,1765,Center
2004-05,1610612761,28.0,608.0,124,302,0.411,19,59,0.322,50,72,0.694,28,38,66,61,25,15,22,56,317,Guard-Forward
2017-18,1610612765,29.0,2043.0,389,801,0.486,35,101,0.347,81,116,0.698,27,197,224,360,64,20,108,140,894,Guard
2019-20,1610612750,30.0,778.0,124,277,0.448,46,120,0.383,47,59,0.797,73,183,256,58,37,42,44,89,341,Center
1989-90,1610612743,31.0,719.0,153,354,0.432,0,0,0.0,52,70,0.743,51,142,193,54,28,59,78,70,358,Center
2012-13,1610612742,38.0,229.0,23,65,0.354,10,23,0.435,21,23,0.913,0,15,15,31,5,2,18,24,77,Guard
1968-69,1610612741,27.0,2939.0,488,1170,0.417,,,,333,447,0.745,,,619,276,,,,313,1309,Guard
2023-24,1610612754,32.0,8.0,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,Forward-Center
1991-92,1610612759,26.0,718.0,80,178,0.449,0,0,0.0,92,133,0.692,65,59,124,34,25,7,39,73,252,Forward
2006-07,1610612739,24.0,18.0,0,1,0.0,0,0,0.0,3,6,0.5,1,5,6,0,0,0,2,3,3,Forward-Center
2022-23,1610612737,29.0,1730.0,350,536,0.653,0,1,0.0,79,131,0.603,258,459,717,58,45,79,54,139,779,Center
1993-94,1610612745,23.0,2370.0,322,702,0.459,44,136,0.324,115,157,0.732,128,312,440,231,119,75,137,186,803,Forward-Center
2015-16,0,31.0,460.0,49,79,0.62,0,0,0.0,26,42,0.619,47,51,98,10,6,21,24,62,124,Center
1973-74,1610612744,30.0,515.0,61,190,0.321,,,,18,31,0.581,37.0,85.0,122,37,33.0,9.0,,76,140,Forward
1996-97,1610612760,24.0,766.0,74,164,0.451,4,15,0.267,47,66,0.712,17,53,70,159,37,3,48,94,199,Guard
2015-16,1610612749,24.0,2852.0,507,1142,0.444,143,361,0.396,277,312,0.888,44,258,302,331,131,19,180,204,1434,Forward
1961-62,1610612758,23.0,326.0,51,161,0.317,,,,17,30,0.567,,,112,23,,,,50,119,Forward
2023-24,1610612749,22.0,56.0,6,20,0.3,2,6,0.333,0,0,0.0,1,4,5,5,3,0,2,1,14,Guard
2000-01,1610612752,27.0,2127.0,304,580,0.524,1,8,0.125,150,225,0.667,196,527,723,52,66,136,63,205,759,Center-Forward
2020-21,1610612752,22.0,322.0,29,79,0.367,23,48,0.479,8,18,0.444,6,25,31,19,18,4,11,45,89,Guard
1997-98,1610612747,23.0,1760.0,164,378,0.434,31,81,0.383,115,152,0.757,38,155,193,333,75,5,119,126,474,Guard
2015-16,1610612766,23.0,1708.0,215,525,0.41,68,202,0.337,108,148,0.73,69,266,335,98,38,43,58,126,606,Forward-Center
1946-47,1610610035,25.0,,236,838,0.282,,,,177,288,0.615,,,,59,,,,184,649,Guard
2006-07,1610612738,22.0,1576.0,132,269,0.491,0,3,0.0,60,100,0.6,113,259,372,94,23,96,113,214,324,Center
2018-19,1610612760,30.0,2629.0,630,1473,0.428,119,411,0.29,296,451,0.656,109,698,807,784,142,33,325,245,1675,Guard
1972-73,1610612757,23.0,3152.0,761,1684,0.452,,,,384,531,0.723,,,870,440,,,,253,1906,Forward
2007-08,1610612765,28.0,2694.0,421,940,0.448,53,146,0.363,185,241,0.768,109,289,398,268,42,33,91,90,1080,Forward
2007-08,1610612759,30.0,1316.0,159,375,0.424,61,165,0.37,44,58,0.759,36,192,228,63,56,17,58,127,423,Guard-Forward
2016-17,1610612763,28.0,675.0,75,222,0.338,25,93,0.269,35,43,0.814,6,78,84,55,20,5,24,52,210,Forward
1952-53,1610612765,26.0,1044.0,91,254,0.358,,,,172,234,0.735,,,373,74,,,,213,354,Center
2000-01,0,22.0,593.0,109,216,0.505,2,12,0.167,42,58,0.724,40,39,79,38,25,4,47,80,262,Guard
1968-69,1610612741,23.0,299.0,44,109,0.404,,,,19,27,0.704,,,41,25,,,,39,107,Guard
1949-50,1610612758,26.0,,250,663,0.377,,,,90,121,0.744,,,,153,,,,223,590,Forward
2008-09,1610612758,22.0,2303.0,356,717,0.497,0,8,0.0,198,286,0.692,234,372,606,93,46,59,146,314,910,Forward-Center
1983-84,1610612747,26.0,743.0,63,113,0.558,0,0,0.0,42,66,0.636,82,184,266,34,30,14,56,108,168,Forward
1978-79,1610612764,33.0,2406.0,346,600,0.577,,,,151,235,0.643,274.0,556.0,830,315,71.0,37.0,156.0,204,843,Center
2015-16,1610612754,28.0,1513.0,278,549,0.506,0,1,0.0,89,125,0.712,156,295,451,87,36,37,92,155,645,Forward-Center
1997-98,1610612755,24.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,Center
1975-76,1610612762,26.0,1051.0,211,483,0.437,,,,85,124,0.685,42.0,103.0,145,53,30.0,17.0,,135,507,Forward
1996-97,1610612755,29.0,1319.0,162,318,0.509,0,2,0.0,38,55,0.691,155,242,397,41,44,41,50,206,362,Forward-Center
2002-03,1610612738,26.0,3235.0,603,1554,0.388,188,582,0.323,176,286,0.615,99,464,563,373,116,31,260,221,1570,Forward
2021-22,1610612754,20.0,541.0,116,206,0.563,5,16,0.313,60,88,0.682,60,89,149,10,25,52,40,92,297,Forward
2020-21,1610612751,35.0,130.0,25,48,0.521,4,5,0.8,10,10,1.0,2,22,24.0,13,3,11,7,11,64,Center-Forward
2001-02,1610612761,39.0,1375.0,194,418,0.464,0,2,0.0,47,84,0.56,98,268,366,66,74,90,98,147,435,Center
2004-05,1610612755,21.0,2688.0,269,546,0.493,47,142,0.331,156,210,0.743,89,375,464,246,138,48,139,204,741,Guard-Forward
2020-21,1610612750,24.0,1214.0,264,600,0.44,128,321,0.399,68,80,0.85,28,134,162,88,30,7,60,62,724,Guard
2016-17,1610612745,22.0,52.0,1,7,0.143,0,2,0.0,1,2,0.5,1,2,3,3,1,1,0,6,3,Guard
2014-15,1610612750,27.0,1605.0,289,641,0.451,19,65,0.292,88,129,0.682,75,170,245,135,86,17,75,115,685,Forward
1977-78,1610612759,23.0,95.0,10,26,0.385,,,,10,15,0.667,5,8,13,20,3,0,19,16,30,Guard
2002-03,1610612758,20.0,573.0,90,183,0.492,1,4,0.25,39,74,0.527,38,90,128,23,24,15,44,68,220,Forward
1984-85,1610612749,26.0,3.0,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,0,Center
1992-93,1610612755,26.0,154.0,38,90,0.422,4,18,0.222,4,4,1.0,4,20,24,18,5,2,7,15,84,Forward
2001-02,1610612737,24.0,2968.0,524,1219,0.43,172,444,0.387,284,340,0.835,40,230,270,444,144,13,181,156,1504,Guard
2003-04,1610612763,28.0,1674.0,257,586,0.439,0,5,0.0,96,131,0.733,144,301,445,71,45,58,77,192,610,Forward-Center
1972-73,1610612739,25.0,2127.0,307,709,0.433,,,,167,290,0.576,,,693,134,,,,249,781,Center
1968-69,1610612747,31.0,2394.0,545,1156,0.471,,,,490,597,0.821,,,262,423,,,,156,1580,Guard
2004-05,1610612750,35.0,1522.0,319,687,0.464,27,103,0.262,134,155,0.865,25,132,157,301,36,14,109,160,799,Guard
2000-01,1610612752,36.0,786.0,74,180,0.411,13,42,0.31,9,17,0.529,21,99,120,163,21,0,58,56,170,Guard
2013-14,1610612739,21.0,663.0,80,225,0.356,13,53,0.245,44,69,0.638,49,106,155,17,21,8,47,93,217,Forward
2002-03,1610612749,35.0,1171.0,61,135,0.452,0,0,0.0,30,44,0.682,117,177,294,24,34,63,34,178,152,Center
2003-04,1610612762,23.0,259.0,22,56,0.393,0,1,0.0,14,18,0.778,13,41,54,15,4,14,18,40,58,Center
1985-86,1610612744,27.0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Center
1999-00,1610612759,24.0,95.0,17,46,0.37,3,12,0.25,3,5,0.6,14,12,26,5,1,1,6,10,40,Guard
1971-72,1610612744,27.0,1932.0,291,614,0.474,,,,195,234,0.833,,,147,308,,,,232,777,Guard
1979-80,1610612755,29.0,2771.0,232,532,0.436,0.0,2.0,0.0,124,178,0.697,219,731,950,164,43,162,218.0,298,588,Center
2006-07,1610612751,23.0,6.0,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,3,1,0,Center
2010-11,1610612760,22.0,142.0,8,15,0.533,0,0,0.0,2,4,0.5,13,22,35.0,4,5,7,8,30,18,Center
1991-92,1610612747,24.0,979.0,157,317,0.495,5,19,0.263,86,112,0.768,87,160,247,60,55,35,88,114,405,Center
1996-97,1610612756,33.0,779.0,158,371,0.426,0,0,0.0,30,48,0.625,35,85,120,20,8,21,36,111,346,Forward
2017-18,1610612739,23.0,66.0,2,13,0.154,0,3,0.0,3,5,0.6,1,3,4,5,2,1,1,6,7,Guard
1968-69,1610612744,24.0,1472.0,238,567,0.42,,,,109,142,0.768,,,178,247,,,,176,585,Guard
2006-07,1610612758,27.0,2135.0,236,517,0.456,40,112,0.357,159,204,0.779,47,217,264,254,73,27,119,177,671,Forward
2014-15,1610612756,26.0,13.0,2,8,0.25,0,5,0.0,2,3,0.667,2,1,3,1,0,0,0,1,6,Guard-Forward
2022-23,1610612747,34.0,1211.0,97,241,0.402,55,158,0.348,39,50,0.78,24,116,140,118,40,25,42,124,288,Guard
1988-89,1610612757,29.0,211.0,21,45,0.467,0,1,0.0,7,10,0.7,12,7,19,33,19,0,18,17,49,Guard
1976-77,1610612739,23.0,65.0,14,47,0.298,,,,9,12,0.75,3,1,4,7,1,0,,7,37,Guard
1989-90,1610612764,23.0,1696.0,413,940,0.439,19,59,0.322,210,280,0.75,74,101,175,182,50,4,143,157,1055,Guard
2005-06,1610612752,20.0,709.0,61,146,0.418,1,3,0.333,42,77,0.545,49,88,137.0,46,43,9,46,78,165,Forward
1951-52,1610612737,30.0,2294.0,293,824,0.356,,,,117,167,0.701,,,282.0,171,,,,209,703,Forward
1979-80,1610612756,29.0,2499.0,261,589,0.443,19.0,79.0,0.241,85,128,0.664,70,163,233,320,132,10,91.0,111,626,Guard
2020-21,1610612737,21.0,750.0,96,263,0.365,33,126,0.262,67,82,0.817,22,82,104,35,33,9,34,68,292,Forward-Guard
2018-19,1610612755,28.0,281.0,34,83,0.41,11,36,0.306,16,23,0.696,23,42,65,14,3,7,11,39,95,Forward
2023-24,1610612752,26.0,802.0,125,256,0.488,41,104,0.394,34,43,0.791,23,79,102.0,35,40,23,38,57,325,Forward-Guard
2003-04,1610612740,33.0,2001.0,311,800,0.389,92,285,0.323,137,182,0.753,28,106,134,175,71,14,100,147,851,Guard
2001-02,1610612760,26.0,952.0,134,273,0.491,0,0,0.0,30,60,0.5,89,143,232,24,25,86,74,174,298,Center
2003-04,0,23.0,67.0,7,16,0.438,1,3,0.333,4,6,0.667,1,5,6,2,1,0,6,8,19,Guard
2015-16,1610612762,24.0,1499.0,180,418,0.431,64,162,0.395,52,70,0.743,17,103,120,174,62,2,109,122,476,Guard
2017-18,1610612746,28.0,38.0,7,18,0.389,3,7,0.429,2,2,1.0,0,2,2,3,0,0,1,2,19,Guard
2010-11,1610612762,30.0,1999.0,253,542,0.467,36,98,0.367,208,270,0.77,100,227,327,192,81,74,117,113,750,Forward
2004-05,1610612747,33.0,1136.0,103,209,0.493,0,0,0.0,57,79,0.722,101,156,257,34,23,23,43,175,263,Forward-Center
2018-19,0,24.0,712.0,96,223,0.43,25,84,0.298,33,41,0.805,13,59,72,106,28,9,45,64,250,Guard
1976-77,1610612741,31.0,1070.0,134,273,0.491,,,,34,63,0.54,101.0,211.0,312,189,19.0,19.0,,147,302,Center
1983-84,1610612758,32.0,1885.0,358,729,0.491,4.0,14.0,0.286,243,283,0.859,89,166,255,160,54,6,155.0,122,963,Forward
1964-65,1610612764,31.0,1086.0,152,368,0.413,,,,101,161,0.627,,,169,140,,,,134,405,Guard
2019-20,1610612742,28.0,2091.0,384,884,0.434,204,513,0.398,149,182,0.819,25,207,232,137,41,5,69,125,1121,Guard-Forward
1976-77,1610612758,25.0,289.0,67,155,0.432,,,,23,32,0.719,28,31,59,25,13,3,,44,157,Guard
1993-94,1610612744,29.0,2332.0,356,724,0.492,0,12,0.0,178,253,0.704,41,135,176,433,113,8,172,160,890,Guard
2022-23,1610612759,27.0,1453.0,236,465,0.508,56,142,0.394,119,150,0.793,65,183,248,103,46,20,56,63,647,Forward
2015-16,1610612751,25.0,917.0,130,291,0.447,0,1,0.0,47,109,0.431,136,223,359,46,39,36,69,111,307,Forward
1968-69,1610612747,27.0,1866.0,390,867,0.45,,,,178,221,0.805,,,600,109,,,,223,958,Center
1989-90,1610612747,29.0,2593.0,472,1005,0.47,93,220,0.423,160,209,0.766,51,191,242,274,77,31,122,180,1197,Guard
1981-82,0,30.0,2016.0,334,712,0.469,2.0,6.0,0.333,168,267,0.629,174,266,440,114,63,61,149.0,272,838,Forward
2006-07,1610612738,23.0,2219.0,306,717,0.427,65,178,0.365,168,197,0.853,32,176,208,304,74,34,140,152,845,Guard
1995-96,1610612752,31.0,57.0,7,15,0.467,0,0,0.0,4,6,0.667,5,8,13,2,4,1,1,4,18,Forward
1984-85,1610612758,26.0,210.0,28,58,0.483,0,0,0.0,23,44,0.523,24,33,57,6,5,7,13,22,79,Center
2018-19,1610612766,26.0,782.0,89,156,0.571,0,0,0.0,58,91,0.637,81,166,247,33,11,41,34,103,236,Center
2016-17,1610612755,30.0,1447.0,285,648,0.44,107,298,0.359,109,142,0.768,71,243,314,97,33,14,78,133,786,Forward
1999-00,1610612750,20.0,484.0,56,181,0.309,18,63,0.286,24,36,0.667,8,32,40,88,14,2,42,60,154,Guard
2003-04,1610612756,27.0,1415.0,262,606,0.432,37,118,0.314,147,185,0.795,19,98,117,281,64,5,97,74,708,Guard
2011-12,0,27.0,522.0,46,84,0.548,0,0,0.0,39,75,0.52,34,48,82,9,5,17,35,78,131,Center
2004-05,1610612741,34.0,839.0,111,258,0.43,57,134,0.425,45,56,0.804,15,64,79,51,29,1,37,67,324,Guard-Forward
2005-06,1610612766,26.0,848.0,114,288,0.396,33,98,0.337,80,105,0.762,29,77,106,45,39,3,41,78,341,Guard-Forward
1997-98,1610612751,25.0,60.0,4,18,0.222,0,0,0.0,4,8,0.5,10,7,17,1,0,2,2,9,12,Center
2009-10,1610612753,34.0,1703.0,189,426,0.444,84,221,0.38,31,41,0.756,7,119,126,298,53,3,87,65,493,Guard
1976-77,1610612755,32.0,237.0,43,101,0.426,,,,10,19,0.526,10.0,14.0,24,21,11.0,2.0,,29,96,Guard
2005-06,1610612739,27.0,243.0,17,59,0.288,2,14,0.143,6,12,0.5,6,21,27,18,8,1,15,27,42,Guard
2004-05,1610612751,22.0,515.0,78,174,0.448,15,40,0.375,46,66,0.697,19,50,69,44,25,0,41,76,217,
2008-09,1610612765,32.0,70.0,7,21,0.333,2,7,0.286,9,10,0.9,1,9,10,15,3,1,4,3,25,Guard
1971-72,1610612747,26.0,759.0,139,314,0.443,,,,51,73,0.699,,,180,42,,,,130,329,Forward
2012-13,1610612740,22.0,625.0,66,161,0.41,4,11,0.364,58,92,0.63,21,69,90,13,16,5,31,72,194,Forward-Guard
1994-95,1610612757,35.0,2422.0,309,604,0.512,1,2,0.5,138,205,0.673,251,418,669,78,67,69,119,254,757,Forward
2017-18,1610612739,32.0,669.0,83,187,0.444,27,77,0.351,33,41,0.805,20,44,64,67,22,15,28,53,226,Guard
2015-16,1610612746,29.0,709.0,114,267,0.427,25,77,0.325,40,65,0.615,19,72,91,40,18,21,24,62,293,Forward
1992-93,1610612737,30.0,15.0,4,9,0.444,0,1,0.0,0,0,0.0,2,3,5,0,0,1,0,0,8,Forward
2014-15,1610612752,22.0,1865.0,187,432,0.433,35,116,0.302,61,78,0.782,29,147,176,226,93,9,83,150,470,Guard
1985-86,1610612738,23.0,432.0,59,162,0.364,1,4,0.25,65,70,0.929,11,37,48,69,17,4,49,59,184,Guard
1985-86,1610612762,31.0,2012.0,357,758,0.471,5.0,29.0,0.172,213,250,0.852,32,103,135,411,106,6,132,130,932,Guard
1980-81,1610612739,25.0,3194.0,853,1791,0.476,4.0,9.0,0.444,302,385,0.784,215,287,502,139,63,52,175,199,2012,Forward
1979-80,1610612752,26.0,1565.0,252,477,0.528,0.0,1.0,0.0,78,121,0.645,122,228,350,66,37,120,112.0,239,582,Center
2017-18,1610612759,40.0,1299.0,201,463,0.434,64,192,0.333,110,131,0.84,19,123,142,163,43,16,105,126,576,Guard
1996-97,1610612749,27.0,73.0,3,8,0.375,0,0,0.0,1,8,0.125,2,7,9,1,2,1,2,12,7,Center
1997-98,0,32.0,487.0,57,165,0.345,6,15,0.4,30,35,0.857,20,34,54,39,26,1,30,28,150,Guard
2017-18,1610612756,28.0,83.0,16,40,0.4,4,13,0.308,11,14,0.786,3,4,7,9,4,2,10,6,47,Guard
1946-47,1610612738,24.0,,59,188,0.314,,,,47,101,0.465,,,,17,,,,58,165,Center
1984-85,1610612745,31.0,1950.0,249,540,0.461,3.0,13.0,0.231,108,136,0.794,33,140,173,417,78,10,170.0,187,609,Guard
1984-85,1610612749,32.0,1182.0,190,424,0.448,8.0,33.0,0.242,88,107,0.822,27,76,103,94,30,2,55.0,85,476,Guard
1984-85,1610612743,26.0,1491.0,181,388,0.466,1,6,0.167,51,65,0.785,88,128,216,158,96,7,70,152,414,Guard
2006-07,1610612765,20.0,124.0,18,33,0.545,0,3,0.0,11,14,0.786,15,22,37,3,5,13,9,19,47,Center-Forward
1996-97,1610612739,25.0,48.0,8,16,0.5,0,0,0.0,4,11,0.364,8,8,16,0,0,3,0,6,20,Center
1993-94,1610612762,35.0,1838.0,329,748,0.44,14,45,0.311,221,281,0.786,87,239,326,79,40,32,89,232,893,Forward
2005-06,1610612757,30.0,1056.0,188,379,0.496,0,7,0.0,138,226,0.611,73,81,154,60,42,12,82,79,514,Forward
1967-68,1610612764,23.0,3012.0,742,1637,0.453,,,,507,649,0.781,,,465,349,,,,282,1991,Guard
2000-01,1610612761,37.0,957.0,162,382,0.424,62,145,0.428,43,51,0.843,16,69,85,75,27,8,39,66,429,Guard-Forward
2017-18,1610612760,24.0,2487.0,448,712,0.629,0,2,0.0,160,286,0.559,384,301,685.0,88,92,78,128,215,1056,Center
2010-11,1610612740,26.0,531.0,56,99,0.566,0,0,0.0,17,34,0.5,59,112,171,16,11,12,32,96,129,Center
2020-21,1610612753,27.0,79.0,9,24,0.375,2,5,0.4,5,7,0.714,3,9,12,12,0,0,5,7,25,Guard
1998-99,0,22.0,344.0,43,119,0.361,25,62,0.403,14,17,0.824,6,38,44,42,13,0,17,23,125,Guard
1998-99,1610612758,29.0,736.0,59,138,0.428,24,79,0.304,71,84,0.845,25,71,96,112,53,5,47,61,213,Guard
2012-13,1610612750,32.0,2034.0,284,560,0.507,35,120,0.292,188,250,0.752,102,260,362,177,96,62,119,82,791,Forward
2016-17,1610612747,25.0,1091.0,150,294,0.51,1,2,0.5,82,109,0.752,144,199,343,39,29,44,58,173,383,Forward-Center
2018-19,1610612766,29.0,42.0,2,14,0.143,0,2,0.0,5,9,0.556,0,2,2,1,2,0,4,3,9,Guard
1973-74,1610612757,26.0,2287.0,459,990,0.464,,,,212,261,0.812,160.0,355.0,515,284,69.0,29.0,,221,1130,Forward
1968-69,1610612756,26.0,3388.0,612,1386,0.442,,,,454,644,0.705,,,548,388,,,,245,1678,Guard
1998-99,1610612748,29.0,1611.0,229,477,0.48,0,0,0.0,113,146,0.774,115,231,346,66,46,48,69,166,571,Forward-Center
2012-13,1610612748,24.0,31.0,4,9,0.444,1,5,0.2,1,2,0.5,3,4,7,0,1,1,3,4,10,Forward-Center
1947-48,1610610032,30.0,,3,10,0.3,,,,0,1,0.0,,,,0,,,,3,6,Forward
1998-99,1610612747,29.0,944.0,148,330,0.448,32,95,0.337,66,89,0.742,26,63,89,89,28,10,56,114,394,Forward
1999-00,1610612747,29.0,1685.0,159,363,0.438,29,94,0.309,89,113,0.788,133,228,361,118,84,80,73,189,436,Forward-Center
1950-51,1610612737,28.0,,44,110,0.4,,,,43,61,0.705,,,88.0,53,,,,91,131,Guard
