age,education,education level,marital status,Occupation,relationship,race,sex,Investment profit,Investment loss,hours per week,native country,income
47,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,33,United-States,<=50K
31,Academic Associate Degree,12,Never-married,Professional Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
29,High School Graduate,9,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,<=50K
38,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,70,United-States,>50K
37,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,7688,0,60,United-States,>50K
25,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Not-in-family,White,Female,0,0,50,United-States,<=50K
27,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
35,High School Graduate,9,Divorced,Service Occupations,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,Black,Male,0,0,24,United-States,<=50K
20,Some College Education,10,Never-married,Service Occupations,Own-child,White,Male,0,0,20,United-States,<=50K
46,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,54,United-States,<=50K
51,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,42,United-States,>50K
37,High School Graduate,9,Divorced,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
63,High School Graduate,9,Divorced,Technical and Labor Occupations,Unmarried,White,Male,0,0,45,United-States,>50K
40,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,2377,50,United-States,<=50K
55,Academic Associate Degree,12,Divorced,Technical and Labor Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,High School Graduate,9,Never-married,Service Occupations,Own-child,Black,Male,0,0,80,United-States,<=50K
38,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,44,United-States,>50K
67,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,55,United-States,<=50K
24,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,50,United-States,<=50K
23,Some College Education,10,Married-civ-spouse,Service Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
36,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Female,0,0,50,United-States,<=50K
23,High School Graduate,9,Divorced,Service Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,<=50K
81,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,30,United-States,<=50K
67,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,35,United-States,<=50K
50,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
45,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
40,Vocational Associate Degree,11,Married-civ-spouse,Technical and Labor Occupations,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
40,Academic Associate Degree,12,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,42,United-States,>50K
27,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Female,0,0,15,United-States,<=50K
29,Vocational Associate Degree,11,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,42,United-States,>50K
22,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,20,United-States,<=50K
56,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,60,United-States,<=50K
28,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Wife,White,Female,0,0,45,United-States,>50K
42,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,35,United-States,<=50K
31,9th Grade,5,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
18,High School Graduate,9,Never-married,Management and Administrative Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
39,High School Graduate,9,Never-married,Service Occupations,Unmarried,Black,Female,0,0,40,United-States,<=50K
37,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
25,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
38,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Wife,White,Female,0,0,40,United-States,>50K
19,Some College Education,10,Never-married,Service Occupations,Own-child,White,Female,0,0,15,United-States,<=50K
39,9th Grade,5,Separated,Technical and Labor Occupations,Own-child,White,Male,0,0,35,Mexico,<=50K
52,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
60,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,<=50K
61,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,Black,Male,0,0,60,United-States,>50K
25,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,30,United-States,<=50K
31,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,7298,0,50,United-States,>50K
46,Some College Education,10,Divorced,Service Occupations,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,<=50K
51,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Some College Education,10,Widowed,Technical and Labor Occupations,Not-in-family,White,Female,0,0,20,United-States,>50K
39,Academic Associate Degree,12,Divorced,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,High School Graduate,9,Widowed,Service Occupations,Not-in-family,White,Female,0,0,30,United-States,<=50K
81,1st to 4th Grade,2,Widowed,Technical and Labor Occupations,Other-relative,White,Male,0,0,45,Mexico,<=50K
30,Some College Education,10,Never-married,Service Occupations,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
24,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,10,Greece,<=50K
26,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,45,United-States,<=50K
55,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,37,United-States,<=50K
24,Bachelor's Degree,13,Never-married,Professional Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,Black,Male,0,0,40,Jamaica,>50K
31,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,32,United-States,>50K
29,Vocational Associate Degree,11,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
27,Academic Associate Degree,12,Never-married,Technical and Labor Occupations,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Some College Education,10,Never-married,Service Occupations,Own-child,White,Female,0,0,65,United-States,<=50K
48,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,30,United-States,>50K
35,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,60,United-States,>50K
49,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
63,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Professional School,15,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,99999,0,40,United-States,>50K
50,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
33,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,15024,0,60,United-States,>50K
47,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
25,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,60,United-States,<=50K
36,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Female,0,0,40,United-States,<=50K
44,Professional School,15,Never-married,Professional Occupations,Not-in-family,White,Male,14084,0,40,United-States,>50K
24,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,>50K
40,Master's Degree,14,Married-civ-spouse,Professional Occupations,Wife,White,Female,15024,0,24,United-States,>50K
29,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,<=50K
36,Vocational Associate Degree,11,Never-married,Service Occupations,Not-in-family,Black,Female,0,0,60,United-States,>50K
21,Some College Education,10,Never-married,Service Occupations,Not-in-family,Black,Female,0,0,30,United-States,<=50K
18,High School Graduate,9,Married-civ-spouse,Service Occupations,Not-in-family,White,Female,3103,0,40,United-States,<=50K
45,Some College Education,10,Separated,Technical and Labor Occupations,Unmarried,White,Male,0,0,50,United-States,<=50K
30,12th Grade,8,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,40,United-States,<=50K
46,Bachelor's Degree,13,Widowed,Management and Administrative Occupations,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Academic Associate Degree,12,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,52,United-States,<=50K
41,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
49,Vocational Associate Degree,11,Divorced,Management and Administrative Occupations,Not-in-family,White,Male,0,0,45,United-States,>50K
30,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
49,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,80,United-States,<=50K
49,Master's Degree,14,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,1902,40,United-States,>50K
51,Some College Education,10,Widowed,Technical and Labor Occupations,Unmarried,White,Female,0,0,36,United-States,<=50K
41,Bachelor's Degree,13,Married-civ-spouse,Service Occupations,Husband,White,Male,15024,0,60,United-States,>50K
51,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
45,Some College Education,10,Divorced,Technical and Labor Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Vocational Associate Degree,11,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Bachelor's Degree,13,Never-married,Professional Occupations,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,35,United-States,>50K
26,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,3103,0,40,United-States,>50K
24,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Female,0,0,25,United-States,<=50K
65,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
48,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,43,United-States,<=50K
48,Master's Degree,14,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,35,United-States,<=50K
48,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,38,United-States,>50K
64,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
32,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,1902,40,United-States,>50K
55,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Bachelor's Degree,13,Married-civ-spouse,Service Occupations,Husband,White,Male,5178,0,40,United-States,>50K
36,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,1902,50,United-States,>50K
34,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,Black,Male,594,0,60,United-States,<=50K
46,Doctoral Degree,16,Separated,Professional Occupations,Not-in-family,White,Male,0,0,35,United-States,<=50K
34,High School Graduate,9,Never-married,Management and Administrative Occupations,Unmarried,White,Female,0,0,20,England,<=50K
49,Master's Degree,14,Separated,Professional Occupations,Unmarried,White,Female,0,0,70,United-States,<=50K
38,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,15024,0,40,United-States,>50K
53,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
68,Some College Education,10,Divorced,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
39,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
23,Bachelor's Degree,13,Never-married,Professional Occupations,Own-child,White,Female,0,0,60,United-States,<=50K
23,Some College Education,10,Separated,Management and Administrative Occupations,Unmarried,Black,Male,0,0,40,United-States,<=50K
41,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,>50K
85,High School Graduate,9,Widowed,Technical and Labor Occupations,Unmarried,White,Male,0,0,35,United-States,<=50K
45,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,<=50K
33,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
42,High School Graduate,9,Never-married,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,>50K
36,Bachelor's Degree,13,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
32,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
50,Some College Education,10,Widowed,Professional Occupations,Unmarried,White,Male,0,0,40,United-States,<=50K
31,High School Graduate,9,Divorced,Service Occupations,Not-in-family,White,Female,0,0,25,United-States,<=50K
34,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,55,United-States,>50K
31,Some College Education,10,Divorced,Technical and Labor Occupations,Own-child,White,Male,4650,0,40,United-States,<=50K
32,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,4064,0,40,United-States,<=50K
21,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,55,United-States,<=50K
60,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,15,United-States,<=50K
63,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,White,Male,0,0,50,United-States,<=50K
57,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,<=50K
40,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,25,United-States,<=50K
29,Master's Degree,14,Married-civ-spouse,Professional Occupations,Other-relative,White,Male,0,0,35,United-States,<=50K
37,Vocational Associate Degree,11,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
35,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,55,United-States,<=50K
37,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,50,United-States,>50K
42,Some College Education,10,Divorced,Management and Administrative Occupations,Unmarried,White,Female,0,0,45,United-States,<=50K
33,High School Graduate,9,Never-married,Management and Administrative Occupations,Own-child,White,Male,0,0,35,United-States,<=50K
20,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
18,11th Grade,7,Never-married,Service Occupations,Own-child,White,Male,0,0,10,United-States,<=50K
37,Some College Education,10,Married-civ-spouse,Professional Occupations,Wife,White,Female,7298,0,36,United-States,>50K
44,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,Black,Female,0,0,50,United-States,<=50K
31,Academic Associate Degree,12,Never-married,Management and Administrative Occupations,Own-child,Black,Female,0,0,45,United-States,<=50K
27,High School Graduate,9,Never-married,Management and Administrative Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
32,Academic Associate Degree,12,Divorced,Management and Administrative Occupations,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
55,Professional School,15,Divorced,Professional Occupations,Not-in-family,White,Female,0,0,35,United-States,<=50K
20,Some College Education,10,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,<=50K
43,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,>50K
29,Some College Education,10,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,40,United-States,<=50K
35,Academic Associate Degree,12,Married-civ-spouse,Service Occupations,Wife,White,Female,0,0,35,United-States,>50K
51,High School Graduate,9,Divorced,Service Occupations,Not-in-family,White,Male,0,0,81,United-States,<=50K
33,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,65,United-States,<=50K
48,Some College Education,10,Never-married,Service Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,65,United-States,>50K
35,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,2885,0,40,United-States,<=50K
27,Bachelor's Degree,13,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,68,United-States,<=50K
37,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,99999,0,75,United-States,>50K
28,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,63,United-States,<=50K
46,Professional School,15,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,60,United-States,>50K
23,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
52,Bachelor's Degree,13,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,<=50K
35,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,>50K
30,Some College Education,10,Never-married,Technical and Labor Occupations,Own-child,White,Male,0,0,25,United-States,<=50K
49,High School Graduate,9,Divorced,Technical and Labor Occupations,Other-relative,White,Female,0,0,55,United-States,<=50K
43,Some College Education,10,Married-civ-spouse,Service Occupations,Husband,White,Male,0,0,40,United-States,<=50K
33,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
41,Some College Education,10,Divorced,Service Occupations,Unmarried,White,Female,0,0,45,United-States,<=50K
46,Academic Associate Degree,12,Widowed,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
45,High School Graduate,9,Divorced,Management and Administrative Occupations,Not-in-family,White,Male,0,0,42,United-States,<=50K
66,Academic Associate Degree,12,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,5556,0,40,Yugoslavia,>50K
34,Some College Education,10,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,7298,0,40,United-States,>50K
39,Some College Education,10,Never-married,Professional Occupations,Not-in-family,Black,Male,4787,0,40,United-States,>50K
29,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,40,United-States,>50K
26,Some College Education,10,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,20,United-States,<=50K
39,High School Graduate,9,Divorced,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
31,7th to 8th Grade,4,Never-married,Technical and Labor Occupations,Not-in-family,Other,Female,0,0,40,Mexico,<=50K
32,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Some College Education,10,Divorced,Technical and Labor Occupations,Unmarried,White,Male,0,0,40,United-States,<=50K
50,Some College Education,10,Married-spouse-absent,Service Occupations,Not-in-family,White,Female,0,0,40,Cuba,<=50K
46,Some College Education,10,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Wife,White,Female,0,0,40,United-States,<=50K
42,Master's Degree,14,Married-civ-spouse,Professional Occupations,Husband,Asian-Pac-Islander,Male,0,1902,55,India,>50K
59,10th Grade,6,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,45,United-States,>50K
19,Some College Education,10,Never-married,Service Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Bachelor's Degree,13,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,>50K
47,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,60,United-States,>50K
46,Some College Education,10,Separated,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
22,High School Graduate,9,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,25,United-States,<=50K
29,High School Graduate,9,Divorced,Management and Administrative Occupations,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,11th Grade,7,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,>50K
32,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Female,0,0,38,United-States,<=50K
20,Some College Education,10,Never-married,Management and Administrative Occupations,Own-child,White,Male,0,0,40,United-States,<=50K
61,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,1902,35,United-States,>50K
38,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Wife,White,Female,0,0,35,United-States,>50K
46,Bachelor's Degree,13,Divorced,Professional Occupations,Not-in-family,White,Male,0,0,45,United-States,>50K
53,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,15024,0,55,United-States,>50K
30,Bachelor's Degree,13,Married-civ-spouse,Professional Occupations,Husband,White,Male,99999,0,35,United-States,>50K
48,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,35,United-States,>50K
47,High School Graduate,9,Divorced,Service Occupations,Unmarried,Black,Female,0,0,40,United-States,<=50K
59,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,>50K
22,Academic Associate Degree,12,Never-married,Management and Administrative Occupations,Not-in-family,White,Female,0,0,25,United-States,<=50K
56,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,99999,0,70,United-States,>50K
60,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,4650,0,40,United-States,<=50K
58,Master's Degree,14,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,40,United-States,>50K
49,High School Graduate,9,Divorced,Technical and Labor Occupations,Not-in-family,White,Male,0,1669,40,United-States,<=50K
30,Bachelor's Degree,13,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,25,United-States,<=50K
58,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
60,5th to 6th Grade,3,Divorced,Technical and Labor Occupations,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
52,7th to 8th Grade,4,Never-married,Service Occupations,Other-relative,Black,Female,0,0,40,United-States,<=50K
31,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,60,United-States,<=50K
20,Some College Education,10,Never-married,Management and Administrative Occupations,Own-child,White,Female,0,0,12,Germany,<=50K
29,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
34,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,50,United-States,<=50K
20,High School Graduate,9,Never-married,Technical and Labor Occupations,Own-child,Black,Female,0,0,20,United-States,<=50K
62,High School Graduate,9,Widowed,Management and Administrative Occupations,Not-in-family,White,Female,0,0,38,United-States,<=50K
62,Vocational Associate Degree,11,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,0,50,United-States,<=50K
25,10th Grade,6,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,2597,0,50,United-States,<=50K
55,Some College Education,10,Widowed,Management and Administrative Occupations,Unmarried,White,Female,0,0,40,United-States,<=50K
42,High School Graduate,9,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,48,United-States,<=50K
48,Doctoral Degree,16,Married-civ-spouse,Professional Occupations,Husband,White,Male,0,0,65,United-States,>50K
30,High School Graduate,9,Married-civ-spouse,Service Occupations,Husband,Black,Male,0,0,40,United-States,<=50K
37,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,1902,45,United-States,>50K
20,Some College Education,10,Never-married,Technical and Labor Occupations,Not-in-family,White,Male,0,0,32,United-States,<=50K
46,Bachelor's Degree,13,Divorced,Professional Occupations,Not-in-family,White,Male,0,0,45,England,>50K
24,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Not-in-family,Black,Female,0,0,20,United-States,<=50K
59,7th to 8th Grade,4,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,40,United-States,<=50K
47,Bachelor's Degree,13,Never-married,Management and Administrative Occupations,Not-in-family,White,Male,0,0,60,United-States,<=50K
52,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,2051,40,United-States,<=50K
21,Some College Education,10,Never-married,Professional Occupations,Not-in-family,White,Female,0,0,25,United-States,<=50K
27,High School Graduate,9,Married-civ-spouse,Technical and Labor Occupations,Other-relative,White,Male,0,0,50,United-States,<=50K
47,Some College Education,10,Separated,Management and Administrative Occupations,Unmarried,White,Female,0,0,50,United-States,>50K
46,5th to 6th Grade,3,Married-civ-spouse,Technical and Labor Occupations,Husband,Amer-Indian-Eskimo,Male,0,1902,40,United-States,<=50K
46,Some College Education,10,Married-civ-spouse,Technical and Labor Occupations,Husband,White,Male,0,0,58,United-States,<=50K
37,High School Graduate,9,Married-civ-spouse,Management and Administrative Occupations,Husband,White,Male,0,1902,45,United-States,>50K
